1465,299,1
825,964,1
1303,747,1
246,526,1
872,489,1
815,1085,1
16,1173,1
214,232,1
103,895,1
863,661,1
631,409,1
1438,161,1
1003,798,1
712,449,1
737,1198,1
371,1176,1
648,937,1
215,1307,1
1317,897,1
565,172,1
468,1454,1
1140,560,1
240,337,1
113,37,1
1437,488,1
266,1191,1
856,699,1
1282,1451,1
91,682,1
611,435,1
956,1338,1
209,731,1
13,811,1
914,182,1
1009,380,1
895,856,1
74,442,1
965,682,1
1064,1345,1
1049,1459,1
1363,635,1
973,1019,1
1054,956,1
514,389,1
1124,1396,1
788,1456,1
519,916,1
884,653,1
1478,235,1
413,745,1
1300,1279,1
72,949,1
884,828,1
704,170,1
1181,1496,1
1183,1406,1
1372,537,1
149,896,1
1390,1217,1
515,275,1
1145,2,1
1073,749,1
631,1051,1
1277,1361,1
1427,1490,1
491,744,1
401,1280,1
974,199,1
1350,866,1
307,1494,1
716,906,1
1302,897,1
1197,213,1
1126,197,1
1400,31,1
1473,1365,1
194,956,1
1373,308,1
1049,102,1
1341,1034,1
1286,405,1
1434,424,1
1345,1299,1
834,588,1
983,109,1
381,315,1
808,1379,1
574,538,1
60,1232,1
157,74,1
301,666,1
529,1471,1
198,894,1
623,43,1
699,523,1
898,876,1
1492,1128,1
1325,851,1
206,553,1
829,1156,1
87,382,1
809,564,1
272,1087,1
735,434,1
411,880,1
733,1369,1
502,930,1
489,1025,1
1342,456,1
834,210,1
1391,1310,1
1231,833,1
383,219,1
718,940,1
239,907,1
331,372,1
1162,948,1
1216,550,1
859,1046,1
1466,1074,1
1265,47,1
1226,1343,1
15,1306,1
1234,1206,1
1146,794,1
647,1313,1
670,1090,1
1489,1036,1
1216,708,1
539,41,1
227,517,1
1425,72,1
1338,1371,1
396,14,1
325,112,1
200,1355,1
21,1379,1
1384,681,1
1335,634,1
1318,876,1
537,681,1
202,348,1
1107,376,1
790,36,1
383,748,1
193,1052,1
1440,617,1
1116,762,1
893,1435,1
383,637,1
44,205,1
1150,265,1
887,1213,1
857,1402,1
200,83,1
1006,513,1
151,1036,1
242,1470,1
981,1357,1
1095,521,1
1380,1265,1
1125,471,1
258,945,1
298,866,1
1473,1442,1
190,428,1
59,726,1
1382,462,1
1002,906,1
1373,649,1
225,819,1
1239,288,1
817,535,1
1377,575,1
475,695,1
976,112,1
59,1460,1
741,176,1
739,1334,1
1188,1157,1
800,718,1
562,1317,1
364,645,1
1089,712,1
534,839,1
574,784,1
845,338,1
1307,1093,1
99,368,1
1407,1244,1
1227,1450,1
425,168,1
1131,790,1
835,469,1
381,771,1
1435,514,1
258,1380,1
243,862,1
647,787,1
354,96,1
305,556,1
1045,1200,1
142,361,1
147,533,1
1012,749,1
264,471,1
390,1419,1
867,307,1
649,964,1
429,788,1
695,1317,1
1158,711,1
922,951,1
984,356,1
1229,1126,1
937,1470,1
1431,250,1
788,1128,1
862,389,1
166,652,1
322,902,1
417,662,1
623,1076,1
1363,785,1
848,1474,1
115,862,1
794,399,1
797,1032,1
1189,774,1
1099,904,1
183,233,1
461,967,1
721,1398,1
1133,1149,1
466,863,1
875,697,1
857,1366,1
1419,158,1
667,725,1
1114,1142,1
1299,836,1
65,1147,1
487,900,1
181,361,1
53,1482,1
1316,893,1
146,515,1
271,792,1
1178,890,1
134,224,1
307,556,1
1105,791,1
880,1038,1
1087,899,1
1092,43,1
650,2,1
947,1168,1
473,325,1
290,661,1
659,304,1
424,927,1
847,1387,1
1149,55,1
1370,260,1
1226,800,1
1284,1152,1
593,485,1
466,1177,1
835,288,1
1002,1299,1
1053,930,1
576,1092,1
1111,236,1
1494,220,1
748,918,1
522,1361,1
1184,814,1
1182,361,1
918,1260,1
193,17,1
506,72,1
587,481,1
920,1472,1
24,1333,1
281,1162,1
895,935,1
273,234,1
398,1011,1
1214,41,1
294,640,1
775,1319,1
1479,63,1
1153,1287,1
1385,1274,1
1351,1,1
231,172,1
712,1088,1
897,1266,1
1453,561,1
151,495,1
1387,309,1
1205,588,1
689,1392,1
1375,796,1
1157,489,1
1429,1172,1
1449,922,1
1042,795,1
583,441,1
1214,1329,1
571,273,1
645,790,1
1132,150,1
1207,740,1
782,1489,1
418,860,1
478,1108,1
1025,613,1
1018,645,1
1102,1289,1
316,1158,1
578,1233,1
335,950,1
1498,1006,1
1117,8,1
1002,145,1
1263,546,1
55,311,1
1218,1165,1
216,1237,1
1069,54,1
404,492,1
707,781,1
541,1289,1
877,581,1
622,504,1
259,1072,1
156,396,1
85,530,1
786,535,1
87,228,1
309,90,1
225,891,1
815,736,1
1364,1012,1
746,463,1
1114,1311,1
924,1365,1
1023,953,1
1415,893,1
409,1309,1
173,1292,1
1282,1158,1
752,543,1
1123,992,1
609,1146,1
1249,685,1
57,787,1
1014,1351,1
1078,328,1
29,333,1
402,65,1
1437,487,1
190,928,1
800,980,1
670,494,1
251,178,1
531,100,1
183,1449,1
1110,968,1
43,718,1
762,810,1
530,212,1
773,880,1
1335,962,1
140,435,1
658,176,1
714,792,1
986,549,1
1415,1366,1
151,45,1
1495,1176,1
999,1001,1
946,247,1
486,644,1
1426,173,1
493,1176,1
240,798,1
611,225,1
1202,900,1
23,87,1
1205,1379,1
304,571,1
1300,1033,1
1118,240,1
1227,475,1
644,1493,1
54,1183,1
1108,302,1
589,1322,1
434,773,1
5,858,1
1082,1036,1
951,409,1
1055,519,1
1131,165,1
411,1144,1
1152,1326,1
1095,262,1
488,597,1
587,1475,1
1194,981,1
21,197,1
313,1378,1
278,732,1
997,1416,1
1096,1295,1
884,66,1
480,280,1
978,251,1
151,1112,1
1217,815,1
295,153,1
656,537,1
986,304,1
231,1483,1
1164,705,1
139,1310,1
999,1050,1
211,871,1
160,979,1
893,351,1
1089,1394,1
517,1017,1
255,1110,1
682,952,1
1471,376,1
460,62,1
780,1053,1
1114,935,1
125,1370,1
362,1148,1
1233,51,1
1433,657,1
39,506,1
705,762,1
650,173,1
1459,1425,1
153,1448,1
706,196,1
1471,175,1
1241,1422,1
1408,767,1
491,335,1
249,369,1
1175,552,1
1447,775,1
408,824,1
23,405,1
1280,552,1
661,1299,1
54,1113,1
641,847,1
1123,41,1
1033,817,1
780,278,1
981,499,1
45,1419,1
300,1352,1
827,981,1
1467,1304,1
292,72,1
1180,983,1
849,893,1
427,1111,1
1372,1179,1
1084,315,1
545,1269,1
1026,380,1
1376,761,1
439,137,1
1406,773,1
730,1094,1
473,1495,1
993,792,1
1052,575,1
1059,333,1
1458,834,1
1133,708,1
1262,1432,1
682,1368,1
1176,1475,1
1159,990,1
971,1217,1
1441,669,1
51,907,1
1445,1277,1
656,359,1
1312,882,1
981,1341,1
858,424,1
108,831,1
1120,75,1
987,196,1
935,284,1
1378,1406,1
994,811,1
685,646,1
1044,819,1
220,1191,1
1321,902,1
533,306,1
117,857,1
1291,234,1
95,1437,1
102,1159,1
904,494,1
1312,1231,1
1399,1349,1
895,1358,1
248,919,1
1352,1415,1
156,154,1
1352,891,1
894,998,1
109,86,1
1487,1083,1
313,433,1
795,1013,1
1092,869,1
1257,802,1
816,552,1
463,1471,1
159,918,1
713,944,1
163,1107,1
1109,486,1
919,285,1
230,916,1
1004,235,1
1266,274,1
144,1007,1
1034,1440,1
643,455,1
136,259,1
1111,414,1
598,311,1
118,121,1
322,626,1
1356,487,1
991,268,1
706,748,1
139,565,1
343,973,1
714,163,1
395,1395,1
1031,1186,1
33,1406,1
737,770,1
27,856,1
1332,767,1
1000,864,1
679,1028,1
1234,1469,1
577,746,1
227,945,1
746,739,1
1393,1380,1
1171,552,1
839,622,1
1037,239,1
1359,452,1
99,1124,1
1423,1115,1
434,559,1
1267,1393,1
1072,1345,1
686,257,1
7,62,1
1276,1249,1
1038,602,1
1318,1046,1
1446,1115,1
985,1416,1
606,568,1
226,1232,1
684,482,1
598,1400,1
65,1146,1
1334,300,1
488,843,1
1461,1474,1
37,1176,1
800,1438,1
765,122,1
340,1179,1
859,1021,1
1428,784,1
655,1324,1
589,300,1
1013,1056,1
556,59,1
1477,461,1
1315,446,1
1044,864,1
180,295,1
519,214,1
261,226,1
1115,349,1
433,1321,1
989,1096,1
90,84,1
1392,1450,1
242,187,1
207,959,1
668,419,1
1404,885,1
1333,447,1
656,783,1
108,592,1
1229,126,1
1286,15,1
803,1133,1
1464,305,1
1446,705,1
952,5,1
588,217,1
932,1083,1
762,1392,1
711,285,1
452,1236,1
31,1215,1
15,218,1
240,134,1
407,156,1
134,700,1
1406,1108,1
13,773,1
